	tweet source	counter	compound	negative	neutral	positive	text	created_at
247	@CBSNews	59	-0.6808	0.248	0.752	0.0	@CBSNews Tester should resign immediately.  He is a disgrace to Montana, the Senate and the American people.  He de… https://t.co/1Fm5fRgljj	Sat Apr 28 15:21:31 +0000 2018
248	@CBSNews	60	0.4404	0.0	0.847	0.153	Rachel Maddow, Maria Shriver among dozens of women who sign letter supporting Tom Brokaw https://t.co/0k3CZdf8wV via @CBSNews	Sat Apr 28 15:21:29 +0000 2018
249	@CBSNews	61	0.3818	0.112	0.654	0.234	Never the 24 hour support they promise, Right @WePay . Started Thursday Without warning now onto Monday.… https://t.co/E05SPj5Tha	Sat Apr 28 15:21:29 +0000 2018
250	@CBSNews	62	0.0	0.0	1.0	0.0	"This article quotes Martin Waltsak, ""who says he works mostly with Asian people."" @cbsnews hot takes from dudes who… https://t.co/G2ClGKrAHw"	Sat Apr 28 15:21:19 +0000 2018
251	@CBSNews	63	-0.4738	0.167	0.766	0.067	This is an outrage!!Extremely irresponsible indeed. You apologize to our President you ingrates .Where are your eth… https://t.co/tMbfvQsdLU	Sat Apr 28 15:21:16 +0000 2018
252	@CBSNews	64	0.0	0.0	1.0	0.0	"RT @SandhyaDasi8: #SaturdayMotivation
मीडिया वालों सुधर जाओ डरो भगवान से अभी तुम्हारे पास समय है संत रामपाल जी महाराज के खिलाफ झूठी न्यूज़…"	Sat Apr 28 15:21:16 +0000 2018
253	@CBSNews	65	-0.1027	0.065	0.935	0.0	RT @TDNeliton: @Robeno @dbongino Hard to believe he and his brother David p, president of @Cbsnews hasn’t been indicted yet https://t.co/Y8…	Sat Apr 28 15:21:04 +0000 2018
254	@CBSNews	66	0.0	0.0	1.0	0.0	RT @CBSNews: There have been a record 28 April MLB postponements from rain and snow so far: https://t.co/lZhHlfnsgy https://t.co/KODnHKp2RW	Sat Apr 28 15:20:58 +0000 2018
255	@CBSNews	67	-0.886	0.485	0.515	0.0	Trial begins after little girl's alleged gang rape, murder https://t.co/DvLjSNqZbT via @CBSNews	Sat Apr 28 15:20:53 +0000 2018
256	@CBSNews	68	0.0	0.0	1.0	0.0	@Freddie_Eff @CBSNews  https://t.co/7AbIJPa8RQ	Sat Apr 28 15:20:50 +0000 2018
257	@CBSNews	69	0.0	0.0	1.0	0.0	RT @CBSNews: There have been a record 28 April MLB postponements from rain and snow so far: https://t.co/lZhHlfnsgy https://t.co/KODnHKp2RW	Sat Apr 28 15:20:49 +0000 2018
258	@CBSNews	70	0.0	0.0	1.0	0.0	RT @CBSNews: There have been a record 28 April MLB postponements from rain and snow so far: https://t.co/lZhHlfnsgy https://t.co/KODnHKp2RW	Sat Apr 28 15:20:42 +0000 2018
259	@CBSNews	71	0.6371	0.0	0.741	0.259	BOOM! THE TRUTH!!! .@JonKarl @AprilDRyan @maddow  @mitchellreports @chucktodd @msnbc @JoyAnnReid @chrislhayes @AP… https://t.co/YkELyIGA1P	Sat Apr 28 15:20:36 +0000 2018
260	@CBSNews	72	0.296	0.0	0.82	0.18	@AP @SkyNews @CBSNews Yeah that’s about the same ‘Chow-Down.’ (Love-Lockdown). https://t.co/FMq5gawJG0	Sat Apr 28 15:20:34 +0000 2018
261	@CBSNews	73	0.0	0.0	1.0	0.0	"RT @SandhyaDasi8: #SaturdayMotivation
मीडिया वालों सुधर जाओ डरो भगवान से अभी तुम्हारे पास समय है संत रामपाल जी महाराज के खिलाफ झूठी न्यूज़…"	Sat Apr 28 15:20:13 +0000 2018
262	@CBSNews	74	0.0	0.0	1.0	0.0	RT @CBSNews: Mongolia and Singapore are the final two sites under consideration for the upcoming summit between President Trump and North K…	Sat Apr 28 15:20:10 +0000 2018
263	@CBSNews	75	0.0	0.0	1.0	0.0	"@CBSNews  Mongolia...where is that agn on the world map?
Hve to check my #geography / atlas agn😃"	Sat Apr 28 15:20:04 +0000 2018
264	@CBSNews	76	-0.4939	0.198	0.802	0.0	@CBSNews Nothing, gee go figure. How many millions of taxpayer money have been wasted.	Sat Apr 28 15:19:16 +0000 2018
265	@CBSNews	77	-0.7906	0.269	0.731	0.0	RT @CBSNews: Death toll rises to 9 in a stabbing attack outside a middle school in northwestern China allegedly carried out by a former pup…	Sat Apr 28 15:19:00 +0000 2018
266	@CBSNews	78	-0.296	0.109	0.891	0.0	@CBSNews When I researched myself I found no evidence I drank the whole bottle of wine. Despite the fact I was the… https://t.co/UNsYyUZAKS	Sat Apr 28 15:18:53 +0000 2018
267	@CBSNews	79	0.4588	0.0	0.7	0.3	@CBSNews Welcome to last year. We've moved on.	Sat Apr 28 15:18:47 +0000 2018
268	@CBSNews	80	0.0	0.0	1.0	0.0	@NBCNews @CBSNews @abcnews @CNN @MSNBC @FoxNews https://t.co/4iViTkdrCG	Sat Apr 28 15:18:19 +0000 2018
269	@CBSNews	81	-0.6908	0.239	0.761	0.0	RT @okoroaugustin15: Countdown to terrorist (General Muhammadu Buhari) visit to White House. @AlJazeera @washingtonpost @foxnewspolitics @b…	Sat Apr 28 15:18:18 +0000 2018
270	@CBSNews	82	0.0	0.0	1.0	0.0	This thread is why I use twitter as my source for investigative journalism. @ABC @NBCNews @CBSNews @FoxNews https://t.co/5HoDAxJc3S	Sat Apr 28 15:18:17 +0000 2018
271	@CBSNews	83	0.0	0.0	1.0	0.0	@CBSNews Are these ladies saying the #MeToo movement only applies part time?	Sat Apr 28 15:18:00 +0000 2018
272	@CBSNews	84	0.0	0.0	1.0	0.0	"RT @das_kumawat: #ThursdayThoughts
मीडिया वालों सुधर जाओ डरो भगवान से अभी तुम्हारे पास समय है संत रामपाल जी महाराज के खिलाफ झूठी न्यूज़ दि…"	Sat Apr 28 15:17:48 +0000 2018
273	@CBSNews	85	0.0	0.0	1.0	0.0	"RT @jat_udaipur: #डरो_भगवान_से
झूठी खबर दिखाने और दलाली करने मे ये भ्रष्ट मीडिया इंसानियत को भी ताख पर रख देती है 
ये मीडिया के  दलाल झूठी…"	Sat Apr 28 15:17:44 +0000 2018
274	@CBSNews	86	0.0	0.0	1.0	0.0	@CBSNews Of course he's a dem	Sat Apr 28 15:17:40 +0000 2018
275	@CBSNews	87	0.0	0.0	1.0	0.0	"RT @jat_udaipur: #Corrupt_media
मीडिया वालों क्यों अपने कर्म बिगाड़ रहे हो तुम संत रामपाल जी महाराज के खिलाफ गलत न्यूज़ क्यों दिखा रहे हो…"	Sat Apr 28 15:17:31 +0000 2018
276	@CBSNews	88	0.0	0.0	1.0	0.0	"RT @Nutanpatle1: #डरो_भगवान_से
ये बिकाऊ मीडिया है इन को सच्चाई से कोई मतलब नही है सच्चाई दिखाने की हिम्मत तो है नही इसलिए झूठ दिखाते है ये…"	Sat Apr 28 15:17:21 +0000 2018
277	@CBSNews	89	0.0516	0.0	0.87	0.13	@CBSNews Tester owes Jackson and his family a PUBLIC apology.	Sat Apr 28 15:17:09 +0000 2018
278	@CBSNews	90	0.2263	0.059	0.837	0.103	@CBSNews @CBSThisMorning This isn't going to end well, I swear by all my titles——Daenarys: Queen of the Andals and… https://t.co/yeYRiFhjj4	Sat Apr 28 15:17:04 +0000 2018
279	@CBSNews	91	-0.4703	0.17	0.83	0.0	@D3r3khall @CBSNews More strategy tariflf threats that cause aluminum stocks to tank , farmers scattering wondering… https://t.co/rJdiiAnEJc	Sat Apr 28 15:16:42 +0000 2018
280	@CBSNews	92	-0.3182	0.204	0.796	0.0	@CBSNews Same women who vilified Trump over accusations? 🤔	Sat Apr 28 15:16:14 +0000 2018
281	@CBSNews	93	0.6239	0.0	0.823	0.177	"@CBSNews Wow must be headline news in Azerbaijan!

Mainstream media taking a jab at Trump even though he doesn't ow… https://t.co/O7g199ETPI"	Sat Apr 28 15:16:12 +0000 2018
282	@CBSNews	94	0.8331	0.0	0.657	0.343	RT @GhioLena: Transdisciplinary Art at its best and reason to HOPE: https://t.co/F1zWA8Qruo @BBCScienceNews  @BBC @BBCWorld @BBCEarth @bbca…	Sat Apr 28 15:16:07 +0000 2018
283	@CBSNews	95	0.0	0.0	1.0	0.0	RT @CBSNews: ABBA announces first new material in 35 years https://t.co/ErJ9AMOXpB https://t.co/SfJlJ5iI7n	Sat Apr 28 15:16:04 +0000 2018
284	@CBSNews	96	0.6369	0.083	0.695	0.222	RT @CBSNews: Former President George H.W. Bush honored his late wife, Barbara Bush, in a subtle way during her funeral -- all thanks to a y…	Sat Apr 28 15:16:01 +0000 2018
285	@CBSNews	97	0.0	0.0	1.0	0.0	RT @CBSNews: Mongolia and Singapore are the final two sites under consideration for the upcoming summit between President Trump and North K…	Sat Apr 28 15:16:01 +0000 2018
286	@CBSNews	98	0.0	0.0	1.0	0.0	"RT @Nutanpatle1: #डरो_भगवान_से
ये बिकाऊ मीडिया है इन को सच्चाई से कोई मतलब नही है सच्चाई दिखाने की हिम्मत तो है नही इसलिए झूठ दिखाते है ये…"	Sat Apr 28 15:15:48 +0000 2018
287	@CBSNews	99	-0.34	0.124	0.876	0.0	RT @CBSNews: A building in Azerbaijan that once was intended to be a Trump-branded hotel has caught fire https://t.co/K5DKw9pXDd https://t.…	Sat Apr 28 15:15:44 +0000 2018
288	@foxnews	1	-0.7783	0.694	0.306	0.0	@FoxNews Hell no deport them	Sat Apr 28 15:28:16 +0000 2018
289	@foxnews	2	0.0	0.0	1.0	0.0	@FoxNews @kanyewest Aww...now real people can follow him, instead of those fakey flakes!	Sat Apr 28 15:28:16 +0000 2018
290	@foxnews	3	0.7906	0.0	0.65	0.35	RT @FoxNews: Kim Jong Un pens message of peace in South Korea's Peace House  https://t.co/dghx2HjPvk	Sat Apr 28 15:28:15 +0000 2018
291	@foxnews	4	0.3818	0.0	0.852	0.148	RT @FoxNews: Customer in cowboy hat helps thwart armed robbery at Monterrey butcher shop https://t.co/siA4vwuo0r https://t.co/bSr9YB4ghH	Sat Apr 28 15:28:14 +0000 2018
292	@foxnews	5	0.0	0.0	1.0	0.0	RT @FoxNews: Finland to end its universal basic income program by year's end https://t.co/SZUgvw7SbC	Sat Apr 28 15:28:13 +0000 2018
293	@foxnews	6	0.0	0.0	1.0	0.0	@FoxNews You mean the President of South Korea who orchestrated the whole thing and implemented the strategy. Crazy… https://t.co/51PlgmOVNO	Sat Apr 28 15:28:13 +0000 2018
294	@foxnews	7	0.0	0.0	1.0	0.0	@FoxNews What else is there to do in Des Moines? 😜	Sat Apr 28 15:28:12 +0000 2018
295	@foxnews	8	0.0	0.0	1.0	0.0	@FoxNews @kanyewest Kanye be pimpin	Sat Apr 28 15:28:12 +0000 2018
296	@foxnews	9	0.0	0.0	1.0	0.0	"RT @AnthemRespect: ⚔️Facebook Bans California GOP Senate Candidate #ErinCruz over years-old post⚔️

#Zuckerberg, if you prefer another cand…"	Sat Apr 28 15:28:11 +0000 2018
297	@foxnews	10	-0.688	0.221	0.779	0.0	RT @FoxNews: Brandon Judd: “What President Trump has done is nothing less than miraculous, when he has completely forced a drop in illegal…	Sat Apr 28 15:28:11 +0000 2018
298	@foxnews	11	0.6486	0.0	0.798	0.202	RT @TeamCavuto: .@DarrellIssa to Neil: “The president has three responsibilities and one of them clearly is to protect our borders and he i…	Sat Apr 28 15:28:11 +0000 2018
299	@foxnews	12	0.296	0.097	0.752	0.15	"RT @FoxNews: .@TuckerCarlson: ""Investigators found no evidence of collusion or coordination of any kind between the Russian government and…"	Sat Apr 28 15:28:10 +0000 2018
300	@foxnews	13	0.802	0.0	0.753	0.247	RT @OMGno2trump: OMG #MAGA, Trump's tax lawyers are Russians.  They won the “Russia Law Firm of the Year” award in 2016.  Instead of being…	Sat Apr 28 15:28:10 +0000 2018
301	@foxnews	14	0.0	0.0	1.0	0.0	@darealbigsizzle @FoxNews @HiltonHotels @DIRECTV Sitting in  Hilton Hotel in Indiana. Fox News not available on TV???	Sat Apr 28 15:28:10 +0000 2018
302	@foxnews	15	-0.0772	0.317	0.396	0.287	@FoxNews @NancyPelosi Good thinking you lunatic.	Sat Apr 28 15:28:09 +0000 2018
303	@foxnews	16	0.0	0.0	1.0	0.0	"@Doloros_M_DJT45 @tomjasser820 @BeckiLewis @FoxNews BTW, the date on the doc you posted says 10/27/17.
Manafort has… https://t.co/GJ7jsEYmU8"	Sat Apr 28 15:28:09 +0000 2018
304	@foxnews	17	0.659	0.0	0.788	0.212	RT @FoxNews: .@GeraldoRivera: “If this happens and there are really meaningful steps taken… the President of the United States should be no…	Sat Apr 28 15:28:09 +0000 2018
305	@foxnews	18	0.5661	0.0	0.682	0.318	@FoxNews You don't mess with old people ..............they have nothing to lose!	Sat Apr 28 15:28:09 +0000 2018
306	@foxnews	19	0.0	0.134	0.732	0.134	HEY DEMS, I AM ABLE 2 SHARE MY STORY, BC I CARRIED AND REFUSED TO BE JUST ANOTHER STATISTIC! @GregGutfeldShow… https://t.co/wWXVYkbf0D	Sat Apr 28 15:28:06 +0000 2018
307	@foxnews	20	0.0	0.0	1.0	0.0	@FoxNews @JesseBWatters @Comey and Bill Clinton didn't consider a blow job sex.	Sat Apr 28 15:28:05 +0000 2018
308	@foxnews	21	0.0	0.0	1.0	0.0	RT @FoxNews: Anthony Tata: “What you’ve got is a president who has said what he’s going to do and he does what he says.” https://t.co/5hj3G…	Sat Apr 28 15:28:05 +0000 2018
309	@foxnews	22	0.3818	0.0	0.852	0.148	RT @FoxNews: Customer in cowboy hat helps thwart armed robbery at Monterrey butcher shop https://t.co/siA4vwuo0r https://t.co/bSr9YB4ghH	Sat Apr 28 15:28:05 +0000 2018
310	@foxnews	23	0.802	0.0	0.753	0.247	RT @OMGno2trump: OMG #MAGA, Trump's tax lawyers are Russians.  They won the “Russia Law Firm of the Year” award in 2016.  Instead of being…	Sat Apr 28 15:28:05 +0000 2018
311	@foxnews	24	0.0	0.0	1.0	0.0	RT @FoxNews: Finland to end its universal basic income program by year's end https://t.co/SZUgvw7SbC	Sat Apr 28 15:28:05 +0000 2018
312	@foxnews	25	0.4926	0.0	0.484	0.516	@FoxNews @POTUS That's funny!	Sat Apr 28 15:28:05 +0000 2018
313	@foxnews	26	-0.8258	0.299	0.701	0.0	RT @FoxNews: .@dbongino on presidential physician Ronny Jackson: “This is one of the most disgusting, horrifying, putrid episodes of swamp…	Sat Apr 28 15:28:04 +0000 2018
314	@foxnews	27	0.872	0.0	0.568	0.432	RT @FoxNews: OPINION: After North Korea triumph Trump deserves the Nobel Peace Prize, not Obama https://t.co/TZO9j6Zs88	Sat Apr 28 15:28:04 +0000 2018
315	@foxnews	28	0.0	0.0	1.0	0.0	"RT @AnthemRespect: ⚔️Facebook Bans California GOP Senate Candidate #ErinCruz over years-old post⚔️

#Zuckerberg, if you prefer another cand…"	Sat Apr 28 15:28:03 +0000 2018
316	@foxnews	29	0.6588	0.0	0.82	0.18	RT @cazy_mo: @FoxNews @MorganOrtagus @POTUS R.I.G.H.T.! Jong-un &amp; Donald Trump have been great humanitarians &amp; now are proving to be great…	Sat Apr 28 15:28:02 +0000 2018
317	@foxnews	30	0.6486	0.0	0.798	0.202	RT @TeamCavuto: .@DarrellIssa to Neil: “The president has three responsibilities and one of them clearly is to protect our borders and he i…	Sat Apr 28 15:28:01 +0000 2018
318	@foxnews	31	-0.5719	0.209	0.791	0.0	@SGottliebFDA @FoxNewsCALIF SUPERMKT PRICE FIXING  Mexico's Produce &amp; Berries using an old 'ORGANIC' scam.	Sat Apr 28 15:28:01 +0000 2018
319	@foxnews	32	-0.5859	0.303	0.502	0.195	@FoxNews @RepKinzinger Not a fan but if liberals deny any credit they are as bad as FOX News.	Sat Apr 28 15:28:01 +0000 2018
320	@foxnews	33	0.0	0.0	1.0	0.0	@FoxNews @RepKinzinger WAIT FOR LIGHTS;)	Sat Apr 28 15:28:01 +0000 2018
321	@foxnews	34	-0.9629	0.498	0.502	0.0	@FoxNews So sick of this kind of bigotry, so damn sick of it. FNC is trying to scare ignorant republicans to the voting booth,  FOR SHAME	Sat Apr 28 15:28:00 +0000 2018
322	@foxnews	35	-0.4767	0.162	0.838	0.0	@ronnieteflon @FishnDarrell @FoxNews He’s ashamed that the “first black president “ title went to someone so ill-su… https://t.co/3B8jitHSvQ	Sat Apr 28 15:27:59 +0000 2018
323	@foxnews	36	0.4215	0.0	0.896	0.104	"RT @FoxNews: .@RealCandaceO: ""No, I'm not with her. Her husband locked up more black men than any president in the history of the United St…"	Sat Apr 28 15:27:59 +0000 2018
324	@foxnews	37	0.0	0.0	1.0	0.0	"RT @AnthemRespect: ⚔️Facebook Bans California GOP Senate Candidate #ErinCruz over years-old post⚔️

#Zuckerberg, if you prefer another cand…"	Sat Apr 28 15:27:59 +0000 2018
325	@foxnews	38	0.0	0.0	1.0	0.0	"RT @FoxNews: .@DiamondandSilk: ""We've never been paid by the Trump campaign."" https://t.co/hK4Vztfhw4 https://t.co/IDumGobodN"	Sat Apr 28 15:27:59 +0000 2018
326	@foxnews	39	0.4404	0.0	0.791	0.209	@FoxNews @IngrahamAngle @dbongino Vote out Senator tester. Montana deserves better than that	Sat Apr 28 15:27:58 +0000 2018
327	@foxnews	40	0.4404	0.0	0.805	0.195	RT @FoxNews: .@dbongino on presidential physician Ronny Jackson: “This is a good man.” https://t.co/gTOpqmUREE	Sat Apr 28 15:27:58 +0000 2018
328	@foxnews	41	0.0	0.0	1.0	0.0	@FoxNews I heard your Orange Sphincter preening himself over this AS IF he had a thing to do with this. He DIDN'T.… https://t.co/ELxVSXSYWr	Sat Apr 28 15:27:56 +0000 2018
329	@foxnews	42	0.0	0.0	1.0	0.0	RT @FoxNews: Finland to end its universal basic income program by year's end https://t.co/SZUgvw7SbC	Sat Apr 28 15:27:56 +0000 2018
330	@foxnews	43	-0.8258	0.299	0.701	0.0	RT @FoxNews: .@dbongino on presidential physician Ronny Jackson: “This is one of the most disgusting, horrifying, putrid episodes of swamp…	Sat Apr 28 15:27:55 +0000 2018
331	@foxnews	44	0.4215	0.0	0.882	0.118	"RT @FoxNews: ""Basically all of Honduras then should be able to come to the United States?""

@IngrahamAngle goes one-on-one with caravan asy…"	Sat Apr 28 15:27:55 +0000 2018
332	@foxnews	45	-0.6177	0.212	0.788	0.0	@foxandfriends @FoxNews Asking for the majority of Americans who DID NOT vote for this lunatic! https://t.co/yRkvWLSlhF	Sat Apr 28 15:27:54 +0000 2018
333	@foxnews	46	0.296	0.0	0.864	0.136	"@RinoNewsdotcom @realDonaldTrump @TeamCavuto @FoxNews @FoxBusiness news alert: there is this invention its called ""… https://t.co/QlEFSh5GJP"	Sat Apr 28 15:27:54 +0000 2018
334	@foxnews	47	0.0	0.0	1.0	0.0	"@FoxNews @realDonaldTrump Another ""technically not a lie"". Of course they wouldn't have colluded with the Russian p… https://t.co/6lmdi1S572"	Sat Apr 28 15:27:53 +0000 2018
335	@foxnews	48	0.4278	0.0	0.857	0.143	@FoxNews They said he didn't have the management or supervisory experience. WELL WHO HAS for the last 40+yrs.	Sat Apr 28 15:27:53 +0000 2018
336	@foxnews	49	0.0	0.0	1.0	0.0	"#swampmonsters #MAGA #MAGA2020 #GOPTreason
#GOPTraitors #GOPComplicit
#GOPCorruption @FoxNews @seanhannity… https://t.co/aEVKerTN8D"	Sat Apr 28 15:27:53 +0000 2018
337	@foxnews	50	0.872	0.0	0.568	0.432	RT @FoxNews: OPINION: After North Korea triumph Trump deserves the Nobel Peace Prize, not Obama https://t.co/TZO9j6Zs88	Sat Apr 28 15:27:52 +0000 2018
338	@foxnews	51	0.5803	0.0	0.68	0.32	@FoxNews @hamzaskhan @realDonaldTrump @BarackObama What???? A true follower of Obama.	Sat Apr 28 15:27:52 +0000 2018
339	@foxnews	52	-0.4767	0.2	0.727	0.073	@FoxNews Kanye West is an idiot and opportunist.      So is Trump. Birds of a feather.	Sat Apr 28 15:27:51 +0000 2018
340	@foxnews	53	-0.5994	0.157	0.843	0.0	"RT @FoxNews: .@RealCandaceO on Chicago: ""It's a war zone, and @POTUS offered to send the National Guard and the Democrats majorly opposed h…"	Sat Apr 28 15:27:51 +0000 2018
341	@foxnews	54	0.0	0.0	1.0	0.0	@FoxNews Deport those mexicans	Sat Apr 28 15:27:50 +0000 2018
342	@foxnews	55	0.4404	0.0	0.828	0.172	@FoxNews Good.  This should dramatically reduce the gibs seeking migrants on their way to Finland.	Sat Apr 28 15:27:50 +0000 2018
343	@foxnews	56	0.296	0.0	0.872	0.128	RT @FoxNews: On @TheFive, @RealCandaceO decried the Democratic Party's record on helping African Americans. https://t.co/z24KwEEwYB https:/…	Sat Apr 28 15:27:48 +0000 2018
344	@foxnews	57	-0.743	0.249	0.751	0.0	RT @FoxNews: Brandon Judd: “How many more Americans need to lose their lives to illegal immigrants until we take a stand?” https://t.co/i7I…	Sat Apr 28 15:27:48 +0000 2018
345	@foxnews	58	-0.4939	0.198	0.802	0.0	@mikemccarty1948 @mathibod @madameshawshank @repeat1968 @FoxNews What damage specifically? Because for all the divi… https://t.co/jJqoDEhMJz	Sat Apr 28 15:27:47 +0000 2018
346	@foxnews	59	0.6597	0.0	0.649	0.351	@FoxNews @DarrellIssa Mexico has smarts. united states could use some of that.	Sat Apr 28 15:27:47 +0000 2018
347	@foxnews	60	0.0	0.0	1.0	0.0	@FoxNews @RepKinzinger SURTOUND CNNNN;)	Sat Apr 28 15:27:47 +0000 2018
348	@foxnews	61	0.6239	0.14	0.525	0.335	"RT @LadyLibertyInEx: Do you trust .@FoxNews ?

If YES, see next tweet...

If NO, bye-bye!😊"	Sat Apr 28 15:27:47 +0000 2018
349	@foxnews	62	0.5574	0.0	0.87	0.13	RT @FoxNews: .@RepKinzinger: “I think the president has done a fantastic job to drive North Korea to the table and he should get a ton of c…	Sat Apr 28 15:27:47 +0000 2018
350	@foxnews	63	0.7057	0.0	0.754	0.246	@FoxNews @GeraldoRivera It’s nothing short of insane to think that Trump had anything positive to do with North and… https://t.co/VVxBfal47o	Sat Apr 28 15:27:47 +0000 2018
351	@foxnews	64	0.624	0.0	0.779	0.221	@FoxNews @GeraldoRivera Be very careful, Geraldo. You lefty friend (Juan Williams, Shep Smith, Dana Perino) on FN will disown you.	Sat Apr 28 15:27:46 +0000 2018
352	@foxnews	65	0.4019	0.0	0.881	0.119	"RT @FoxNews: .@RealCandaceO on @realDonaldTrump support: ""For so long they have told us that because there was a black president, this mean…"	Sat Apr 28 15:27:45 +0000 2018
353	@foxnews	66	0.0	0.0	1.0	0.0	"@TuckerCarlson @FoxNews Twitter's Del Harvey @delbius claims to have worked at a ""Level 4 Mental Hospital""… https://t.co/9xaweVT5fX"	Sat Apr 28 15:27:44 +0000 2018
354	@foxnews	67	0.1027	0.144	0.682	0.174	@FoxNews @GeraldoRivera Not while he actively tears his own country apart.	Sat Apr 28 15:27:44 +0000 2018
355	@foxnews	68	0.5744	0.0	0.801	0.199	@foxnews @foxandfriends @HouseGOP  It is all pretty OBVIOUS to those of us who don't hide inside the Fox Noise bubb… https://t.co/TtncO9XGlU	Sat Apr 28 15:27:43 +0000 2018
356	@foxnews	69	0.296	0.097	0.752	0.15	"RT @FoxNews: .@TuckerCarlson: ""Investigators found no evidence of collusion or coordination of any kind between the Russian government and…"	Sat Apr 28 15:27:43 +0000 2018
357	@foxnews	70	0.0	0.0	1.0	0.0	"RT @RepTedDeutch: .@realDonaldTrump is one @foxnews segment away from another Saturday Night Massacre. 

That's why the Senate cmte's appro…"	Sat Apr 28 15:27:42 +0000 2018
358	@foxnews	71	0.6486	0.0	0.798	0.202	RT @TeamCavuto: .@DarrellIssa to Neil: “The president has three responsibilities and one of them clearly is to protect our borders and he i…	Sat Apr 28 15:27:42 +0000 2018
359	@foxnews	72	0.0	0.0	1.0	0.0	RT @FoxNews: Finland to end its universal basic income program by year's end https://t.co/SZUgvw7SbC	Sat Apr 28 15:27:42 +0000 2018
360	@foxnews	73	-0.5307	0.631	0.369	0.0	@FoxNews SHOOT THEM!	Sat Apr 28 15:27:41 +0000 2018
361	@foxnews	74	-0.8229	0.322	0.678	0.0	@OMGno2trump @GOP @FoxNews That “Deep State” they’re so fearful of just might be based in the Kremlin. Fools!	Sat Apr 28 15:27:40 +0000 2018
362	@foxnews	75	0.0	0.0	1.0	0.0	@FoxNews @GeraldoRivera I guess as Geraldo has aged he’s gone totally crazy…	Sat Apr 28 15:27:38 +0000 2018
363	@foxnews	76	-0.3818	0.302	0.698	0.0	@FoxNews @dbongino The Candyman should fight then	Sat Apr 28 15:27:38 +0000 2018
364	@foxnews	77	-0.34	0.271	0.556	0.174	RT @FoxNews: North, South Korea agree to end war https://t.co/2DPT9c6d00	Sat Apr 28 15:27:38 +0000 2018
365	@foxnews	78	0.7906	0.0	0.455	0.545	@FoxNews GREAT!  Flood California with drugs/crime!!!	Sat Apr 28 15:27:36 +0000 2018
366	@foxnews	79	0.6486	0.0	0.798	0.202	RT @FoxNews: .@DarrellIssa: “The president has three responsibilities and one of them clearly is to protect our borders and he is doing so.…	Sat Apr 28 15:27:36 +0000 2018
367	@foxnews	80	0.7155	0.0	0.74	0.26	@Luv_shenanigans @realDonaldTrump @FoxNews I dont even watch fox news actually so yeah and even if he is friends wi… https://t.co/JMw49gjrn6	Sat Apr 28 15:27:36 +0000 2018
368	@foxnews	81	-0.296	0.109	0.891	0.0	@FoxNews @dbongino You must have missed the 2016 Republican Presidential campaign? Or maybe you just have a Republican (selective) memory.	Sat Apr 28 15:27:34 +0000 2018
369	@foxnews	82	0.659	0.0	0.788	0.212	RT @FoxNews: .@GeraldoRivera: “If this happens and there are really meaningful steps taken… the President of the United States should be no…	Sat Apr 28 15:27:34 +0000 2018
370	@foxnews	83	-0.8069	0.258	0.742	0.0	"RT @FoxNews: President @realDonaldTrump: ""I'll be watching people that failed so badly over the last 25 years explaining to me how to make…"	Sat Apr 28 15:27:34 +0000 2018
371	@foxnews	84	0.5574	0.0	0.87	0.13	RT @FoxNews: .@RepKinzinger: “I think the president has done a fantastic job to drive North Korea to the table and he should get a ton of c…	Sat Apr 28 15:27:33 +0000 2018
372	@foxnews	85	0.3804	0.135	0.638	0.227	RT @EXDTLIONFAN6678: @FoxNews Why don’t they stay in their own country the fucking free ride in the United States is bullshit	Sat Apr 28 15:27:33 +0000 2018
373	@foxnews	86	-0.4404	0.182	0.818	0.0	@paledevilmoon @FoxNews @DarrellIssa Get some facts before spewing your stupidity for all to see	Sat Apr 28 15:27:33 +0000 2018
374	@foxnews	87	0.0	0.0	1.0	0.0	"RT @AnthemRespect: ⚔️Facebook Bans California GOP Senate Candidate #ErinCruz over years-old post⚔️

#Zuckerberg, if you prefer another cand…"	Sat Apr 28 15:27:32 +0000 2018
375	@foxnews	88	0.0	0.0	1.0	0.0	@darshan_dhesi @FoxNews They are Mexicans. https://t.co/HfXkrWuzzX	Sat Apr 28 15:27:32 +0000 2018
376	@foxnews	89	0.296	0.097	0.752	0.15	"RT @FoxNews: .@TuckerCarlson: ""Investigators found no evidence of collusion or coordination of any kind between the Russian government and…"	Sat Apr 28 15:27:29 +0000 2018
377	@foxnews	90	-0.3612	0.094	0.906	0.0	RT @PhilMcCrackin44: 💥 When will @FoxNews realize as soon as one of the nimrods below appears on the screen, 1/2 of America changes the cha…	Sat Apr 28 15:27:28 +0000 2018
378	@foxnews	91	0.4877	0.0	0.826	0.174	@nancychatter @TheDailyEdge @realDonaldTrump @StevenJHarper1 @CNN @FoxNews And? So, you are good at using other peo… https://t.co/95K2TdtCNf	Sat Apr 28 15:27:28 +0000 2018
379	@foxnews	92	0.0	0.0	1.0	0.0	RT @M_Araiza1: @BISONDIESEL @FoxNews It's obvious your eye sight is impaired.	Sat Apr 28 15:27:27 +0000 2018
380	@foxnews	93	0.0	0.0	1.0	0.0	RT @FoxNews: Inflatable Duck Drifts Aimlessly Down Street in Des Moines, Iowa https://t.co/POseQr6H5E	Sat Apr 28 15:27:27 +0000 2018
